8.46292	0.243462	-3.03909	-0.087429	8.46292	0.243462	8.6	0.25	-3.00029	0
8.44684	0.246413	-2.99205	0.0411124	8.44818	0.251553	8.45	0.25	-3.00027	0
8.41015	0.239666	-0.13172	-0.0971758	8.56759	0.241943	8.45	0.25	0	0
8.44164	0.249976	0.339792	0.16287	8.45582	0.253997	8.45	0.25	0	0
8.37127	0.252813	-1.75321	0.0444511	8.42544	0.254042	8.35	0.25	-1.81979	0
8.24815	0.250293	-2.11418	-0.0377836	8.23962	0.24916	8.25	0.25	-1.81978	0
8.07412	0.198029	-3.70539	-0.866687	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994
7.85382	0.158877	-4.14779	-0.786939	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
7.68163	0.152863	-3.26671	-0.240616	7.61269	0.155818	7.7	0.15	-2.99982	0
7.53408	0.155524	-3.06405	0.0256874	7.54016	0.159641	7.55	0.15	-2.99982	0
7.41574	0.100412	-1.93071	-0.871465	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239
7.33464	0.0378805	-1.58873	-1.1377	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
7.19695	0.00260576	-2.73773	-0.704646	7.20598	0.00492725	7.2	9.49949e-007	-2.72851	-0.909507
7.05225	-0.0500457	-2.66136	-0.958714	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
6.94281	-0.143692	-1.75338	-1.61292	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898
6.84891	-0.253557	-1.72206	-2.00683	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
6.74559	-0.350795	-2.11039	-1.95255	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075
6.64238	-0.45923	-2.08542	-2.16002	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
6.58158	-0.556334	-1.0435	-2.00858	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769
6.55175	-0.652201	-0.750439	-1.90706	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769
6.50437	-0.848345	-0.78902	-3.37076	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498
6.45865	-1.04884	-0.829586	-3.65611	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494
6.38382	-1.1621	-1.59564	-2.20973	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898
6.26489	-1.25728	-1.98456	-1.74557	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896
6.2798	-1.441	0.880045	-3.33066	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894
6.35481	-1.64952	1.20586	-3.78174	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891
6.32208	-1.81372	-1.00631	-3.18381	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985
6.25344	-1.95641	-1.21613	-2.90208	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847
6.27592	-2.09897	0.723511	-3.05568	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994
6.33723	-2.2412	1.08535	-2.80917	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994
6.34304	-2.40431	-0.0965995	-2.8272	6.32593	-2.40018	6.35	-2.4	0	-2.72613
6.34668	-2.55325	0.0409862	-2.69281	6.34927	-2.55175	6.35	-2.55	0	-2.72611
6.38662	-2.70142	0.846539	-2.78176	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851
6.43288	-2.84489	0.861175	-2.61376	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851
6.44782	-2.99316	0.273283	-2.83378	6.46536	-3.00452	6.45	-3	0	-2.99754
6.44629	-3.14644	0.0385995	-3.07223	6.44119	-3.14955	6.45	-3.15	0	-2.99754
6.48946	-3.30639	0.898635	-3.03494	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312
6.54413	-3.4605	0.999847	-2.80743	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312
6.63364	-3.59491	1.67289	-2.55682	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583
6.75201	-3.75006	2.01881	-2.74933	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581
6.81444	-3.91071	1.00975	-2.76316	6.83625	-3.92723	6.8	-3.9	0.907988	-2.72396
6.86232	-4.05923	0.906635	-2.71741	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393
6.91236	-4.21097	0.931545	-2.76759	6.86943	-4.18507	6.9	-4.2	0.909334	-2.72801
6.94825	-4.34885	0.739689	-2.56262	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799
6.9915	-4.46228	0.689621	-2.06874	7.05156	-4.49706	7	-4.45	0.910054	-1.8201
7.03919	-4.55484	0.869795	-1.71101	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201
7.09882	-4.67457	1.19209	-2.20596	7.10252	-4.67934	7.1	-4.7	0.908302	-2.72489
7.14912	-4.84925	0.875605	-3.08308	7.14735	-4.86125	7.15	-4.85	0.908297	-2.72489
7.23793	-5.00555	1.64648	-2.95816	7.31379	-5.05204	7.25	-5	1.81907	-2.72861
7.30985	-5.15753	1.39834	-2.82268	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861
7.37855	-5.29619	1.20212	-2.50997	7.29446	-5.23429	7.4	-5.3	0.908194	-2.7246
7.44617	-5.44946	1.19789	-2.74118	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457
7.54031	-5.56136	1.62002	-2.10155	7.63082	-5.61863	7.55	-5.55	1.81974	-1.81974
7.64096	-5.66838	1.79948	-1.95423	7.64356	-5.66706	7.65	-5.65	1.81972	-1.81972
7.70073	-5.81039	1.14665	-2.4852	7.60376	-5.74774	7.7	-5.8	0.90983	-2.72951
7.74007	-5.95362	0.79946	-2.62016	7.7342	-5.95374	7.75	-5.95	0.909826	-2.72948
7.84168	-6.09242	2.1245	-2.99903	7.82165	-6.06822	7.85	-6.1	1.9986	-2.9979
7.95486	-6.2427	2.2203	-2.99007	7.95703	-6.24328	7.95	-6.25	1.99858	-2.99787
8.05952	-6.36279	1.66975	-2.06404	8.17338	-6.44684	8.05	-6.35	1.81738	-1.81739
8.15841	-6.45726	1.79165	-1.77154	8.15891	-6.45335	8.15	-6.45	1.81737	-1.81737
8.2141	-6.60477	1.1329	-2.59302	8.08628	-6.51855	8.2	-6.6	0.909293	-2.72787
8.25857	-6.74879	0.879513	-2.63524	8.25411	-6.74791	8.25	-6.75	0.909293	-2.72787
8.34571	-6.86688	1.59913	-2.28957	8.25648	-6.78122	8.35	-6.85	1.81994	-1.81993
8.44429	-6.96382	1.78292	-1.85751	8.44494	-6.95805	8.45	-6.95	1.81993	-1.81993
8.50195	-7.09213	1.29236	-2.45024	8.39359	-7.01743	8.5	-7.1	1.00006	-3.00018
8.5516	-7.2391	1.05019	-2.82321	8.54925	-7.24433	8.55	-7.25	1.00006	-3.00018
8.6376	-7.39034	1.78798	-3.15058	8.64403	-7.39047	8.65	-7.4	1.99807	-2.99712
8.734	-7.54285	1.89097	-3.06788	8.73559	-7.5421	8.75	-7.55	1.99808	-2.99712
8.8046	-7.66489	1.03285	-2.03901	8.87176	-7.71912	8.8	-7.65	0.909955	-1.8199
8.84966	-7.75979	0.880272	-1.80132	8.84538	-7.75497	8.85	-7.75	0.909946	-1.81988
8.90444	-7.89461	1.27034	-2.71785	8.88333	-7.88636	8.9	-7.9	0.999086	-2.9973
8.96105	-8.03706	1.16684	-2.81679	8.95966	-8.0381	8.95	-8.05	0.999095	-2.9973
9.00577	-8.15462	0.690793	-2.06942	8.8564	-8.01424	9	-8.15	0.909309	-1.8186
9.05748	-8.24685	0.89675	-1.75522	9.05896	-8.24314	9.05	-8.25	0.909301	-1.81859
9.10645	-8.38847	1.15766	-2.80954	9.17781	-8.47056	9.1	-8.4	1.0004	-3.00119
9.15447	-8.54521	1.00464	-3.04687	9.15332	-8.54857	9.15	-8.55	1.00038	-3.00117
9.19939	-8.67093	0.640743	-2.1888	9.22922	-8.6898	9.2	-8.65	0.909508	-1.819
9.24472	-8.77209	0.791487	-1.91452	9.24541	-8.76863	9.25	-8.75	0.9095	-1.81899
9.33603	-8.95353	2.14061	-3.79407	9.37748	-9.00609	9.35	-8.95	1.99965	-3.99928
9.44555	-9.15097	2.1662	-3.89709	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928
9.51004	-9.2754	0.993263	-2.3015	9.50096	-9.25642	9.5	-9.25	0.999584	-1.99917
9.54804	-9.36121	0.856882	-1.90809	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917
9.56775	-9.4943	0.560518	-2.60116	9.47534	-9.42627	9.55	-9.5	0	-3.00023
9.55604	-9.64771	0.000219614	-2.95051	9.54779	-9.64959	9.55	-9.65	0	-3.0002
9.59798	-9.79753	0.828436	-3.13394	9.69942	-9.88416	9.6	-9.8	0.999005	-2.997
9.64615	-9.93789	0.93174	-2.90417	9.64606	-9.9341	9.65	-9.95	0.998995	-2.997
9.68616	-10.0612	0.610811	-2.17381	9.60087	-9.96395	9.7	-10.05	0.909855	-1.81969
9.73741	-10.1459	0.861831	-1.69238	9.73801	-10.1396	9.75	-10.15	0.909847	-1.81969
9.76614	-10.2787	0.70303	-2.55852	9.92627	-10.4745	9.75	-10.3	0	-3.00065
9.75967	-10.4628	0.101283	-3.34054	9.75524	-10.4732	9.75	-10.45	0	-3.00063
9.79832	-10.6194	0.673621	-2.9467	9.71825	-10.5087	9.8	-10.6	0.90817	-2.72451
9.8498	-10.7569	0.873795	-2.60679	9.85048	-10.7526	9.85	-10.75	0.908161	-2.72448
9.86259	-10.8992	0.188364	-2.46163	9.88465	-10.9383	9.85	-10.9	0	-2.73074
9.84184	-11.0422	-0.23139	-2.57248	9.83614	-11.041	9.85	-11.05	0	-2.73073
9.8473	-11.1819	0.146473	-2.86709	9.83952	-11.1692	9.85	-11.2	0	-2.99965
9.8456	-11.3452	0.0129858	-3.13507	9.84568	-11.3496	9.85	-11.35	0	-2.99961
9.83618	-11.5053	-0.186045	-3.1487	9.87961	-11.5637	9.85	-11.5	0	-2.99843
9.83351	-11.6372	-0.0843972	-2.80336	9.83206	-11.6307	9.85	-11.65	0	-2.99843
9.78454	-11.7541	-1.07412	-2.11357	9.85311	-11.8523	9.8	-11.75	-1.0003	-2.00061
9.74703	-11.8462	-0.850945	-1.92593	9.74928	-11.8442	9.75	-11.85	-1.00029	-2.00059
9.71232	-11.9769	-0.561301	-2.68822	9.69694	-11.9706	9.7	-12	-1.0004	-3.00119
9.65628	-12.1437	-0.951059	-3.12964	9.65354	-12.1497	9.65	-12.15	-1.00039	-3.00116
9.60552	-12.2633	-1.18748	-2.2929	9.72311	-12.3964	9.6	-12.25	-0.999885	-1.99981
9.55043	-12.3542	-1.12018	-1.97716	9.54859	-12.3478	9.55	-12.35	-0.999884	-1.99979
9.45787	-12.4536	-1.80452	-1.86612	9.39039	-12.3902	9.45	-12.45	-1.99803	-1.99805
9.36181	-12.5499	-1.88254	-1.90701	9.36086	-12.5501	9.35	-12.55	-1.99804	-1.99804
9.29099	-12.657	-1.28098	-2.04778	9.34456	-12.7106	9.3	-12.65	-0.909773	-1.81953
9.22177	-12.7629	-1.26533	-1.95737	9.22134	-12.7613	9.25	-12.75	-0.909773	-1.81954
9.07747	-12.8446	-2.87721	-1.28548	9.15326	-13.0031	9.05	-12.85	-3.99257	-1.99629
8.85404	-12.949	-3.94972	-1.84199	8.84161	-12.9519	8.85	-12.95	-3.99253	-1.99627
8.71133	-13.0184	-2.68874	-1.43235	8.71632	-12.9613	8.75	-13	-1.8213	-0.910651
8.65256	-13.0477	-1.49867	-0.769853	8.66358	-13.0431	8.65	-13.05	-1.8213	-0.910651
8.52425	-13.0928	-2.47956	-0.709557	8.54518	-13.1702	8.5	-13.1	-2.997	-0.999005
8.36273	-13.1524	-2.99109	-1.04029	8.35763	-13.1557	8.35	-13.15	-2.997	-0.998995
8.20934	-13.165	-2.93611	-0.123601	8.22926	-13.1698	8.2	-13.15	-2.72741	0
8.03877	-13.1562	-3.05771	0.0877044	8.03583	-13.1513	8.05	-13.15	-2.72742	0
7.88537	-13.1551	-2.76621	-0.0650097	7.82915	-13.0525	7.9	-13.15	-2.72986	0
7.7606	-13.1616	-2.40295	-0.101249	7.76538	-13.1647	7.75	-13.15	-2.72986	0
7.62319	-13.2073	-2.60122	-0.90635	7.66145	-13.3079	7.6	-13.2	-2.9979	-0.999304
7.45512	-13.2548	-3.11342	-0.954089	7.44786	-13.2517	7.45	-13.25	-2.9979	-0.999304
